success_count,acceptance_rate,total_cost,total_revenue,total_time_cost,total_time_revenue,total_simulation_time,long_term_aver_revenue,rc_ratio,time_rc_ratio,min_pn_available_resource,min_pn_node_available_resource,min_pn_edge_available_resource,max_inservice_count,cumulative_reward,solver_name,pn_dataset_dir,vns_dataset_dir,run_id,start_run_time,clock_running_time
169,0.845,84681,53247,39744039.919726625,25295190.464977194,1807.0,29.467072495849475,0.6287951252347044,0.6364524219497408,19838,2181,17657,80,0,RW_BFS,"dataset/pn/100-waxman-0.5-0.2-['cpu', 'max_cpu']-[50-100]-['bw', 'max_bw']-[50-100]",dataset/vns/200-[2-10]-random-500-0.1-['cpu']-[0-50]-['bw']-[0-50],maokami-20231107T143615,20231107T143616,3.6373674869537354
