vn_count,success_count,inservice_count,total_revenue,total_cost,total_r2c,total_time_revenue,total_time_cost,num_running_pn_nodes,event_id,event_type,event_time,pn_available_resource,pn_node_available_resource,pn_edge_available_resource,pn_node_resource_utilization,pn_edge_resource_utilization,vn_id,lifetime,arrival_time,vn_num_nodes,vn_num_egdes,result,node_slots,edge_paths,node_slots_info,edge_paths_info,vn_cost,vn_revenue,vn_demand,vn_node_demand,vn_edge_demand,vn_node_revenue,vn_edge_revenue,vn_node_cost,vn_edge_cost,vn_path_cost,vn_r2c_ratio,vn_time_cost,vn_time_revenue,vn_time_rc_ratio,description,violation,current_violation,total_place_violation,total_route_violation,place_result,route_result,early_rejection,revoke_times,selected_actions,vn_rc_ratio
1,1,1,46,46,1.0,72300.67784234599,72300.67784234599,2,0,1,10.0,38859,7778,31081,0.0006424257998201011,0.0013173960542381957,0,1571.7538661379563,10.0,2,1,True,"OrderedDict([(0, 59), (1, 1)])","OrderedDict([((1, 0), [1, 59])])",OrderedDict(),OrderedDict(),46,46,0,0,0,5,41,0,0,0,0,72300.67784234599,72300.67784234599,1571.7538661379563,Success,0,0,0,0,True,True,False,0,[],1.0
2,2,2,190,190,1.0,139033.80777255274,139033.80777255274,4,1,1,18.0,38715,7712,31003,0.009122446357445746,0.003823661718398541,1,463.4245134042135,18.0,3,2,True,"OrderedDict([(0, 2), (2, 1), (1, 14)])","OrderedDict([((2, 0), [1, 2]), ((1, 0), [14, 2])])",OrderedDict(),OrderedDict(),144,144,0,0,0,66,78,0,0,0,0,66733.12993020675,66733.12993020675,463.4245134042135,Success,0,0,0,0,True,True,False,0,[],1.0
3,3,3,236,236,1.0,151774.1997974724,151774.1997974724,6,2,1,28.0,38669,7692,30977,0.01169214955672615,0.0046590836064520635,2,276.96504401999266,28.0,2,1,True,"OrderedDict([(0, 39), (1, 7)])","OrderedDict([((1, 0), [7, 39])])",OrderedDict(),OrderedDict(),46,46,0,0,0,20,26,0,0,0,0,12740.392024919662,12740.392024919662,276.96504401999266,Success,0,0,0,0,True,True,False,0,[],1.0
4,4,4,417,437,0.954233409610984,159681.33603935104,160555.0527511608,8,3,1,34.0,38468,7621,30847,0.020814595914171896,0.008836193046719343,3,43.685835590489674,34.0,4,4,True,"OrderedDict([(1, 59), (3, 1), (0, 4), (2, 23)])","OrderedDict([((3, 1), [1, 59]), ((0, 1), [4, 59]), ((2, 0), [23, 22, 4]), ((2, 3), [23, 56, 1])])",OrderedDict(),OrderedDict(),201,181,0,0,0,71,110,0,0,20,0,8780.852953688425,7907.136241878631,39.33898627800314,Success,0,0,0,0,True,True,False,0,[],0.900497512437811
5,5,5,551,571,0.9649737302977233,293050.6561905957,293924.3729024055,9,4,1,48.0,38334,7536,30798,0.03173583451111395,0.010410641989589409,4,995.2934339645127,48.0,3,2,True,"OrderedDict([(0, 69), (1, 1), (2, 2)])","OrderedDict([((1, 0), [1, 69]), ((2, 0), [2, 69])])",OrderedDict(),OrderedDict(),134,134,0,0,0,85,49,0,0,0,0,133369.3201512447,133369.3201512447,995.2934339645127,Success,0,0,0,0,True,True,False,0,[],1.0
6,6,6,747,833,0.8967587034813925,432185.30212788144,479910.4812471446,13,5,1,59.0,38072,7467,30605,0.040601310548631586,0.01661204292783236,5,709.870642537172,59.0,5,4,True,"OrderedDict([(4, 37), (3, 4), (2, 8), (0, 10), (1, 17)])","OrderedDict([((3, 4), [4, 37]), ((2, 4), [8, 37]), ((0, 3), [10, 37, 4]), ((1, 3), [17, 36, 4])])",OrderedDict(),OrderedDict(),262,196,0,0,0,69,127,0,0,66,0,185986.10834473907,139134.6459372857,531.048266936205,Success,0,0,0,0,True,True,False,0,[],0.7480916030534351
7,7,7,903,990,0.9121212121212121,452679.88758826035,500536.4422553464,15,6,1,66.0,37915,7341,30574,0.056790440704098666,0.017608122871280774,6,131.3755478229415,66.0,4,3,True,"OrderedDict([(0, 39), (2, 7), (1, 35), (3, 40)])","OrderedDict([((2, 0), [7, 39]), ((1, 0), [35, 39]), ((3, 1), [40, 39, 35])])",OrderedDict(),OrderedDict(),157,156,0,0,0,126,30,0,0,1,0,20625.96100820182,20494.585460378876,130.53876089413296,Success,0,0,0,0,True,True,False,0,[],0.9936305732484076
8,8,8,1235,1414,0.8734087694483734,768464.2304673352,903827.289787659,20,7,1,73.0,37491,7205,30286,0.07426442245920595,0.026862026862026878,7,951.1576592743219,73.0,6,9,True,"OrderedDict([(2, 42), (0, 3), (5, 8), (3, 11), (4, 21), (1, 24)])","OrderedDict([((0, 2), [3, 42]), ((5, 0), [8, 18, 3]), ((5, 2), [8, 42]), ((3, 2), [11, 42]), ((4, 2), [21, 42]), ((4, 5), [21, 42, 8]), ((1, 0), [24, 42, 3]), ((1, 3), [24, 42, 11]), ((1, 5), [24, 43, 8])])",OrderedDict(),OrderedDict(),424,332,0,0,0,136,196,0,0,92,0,403290.8475323125,315784.34287907486,744.7743935827237,Success,0,0,0,0,True,True,False,0,[],0.7830188679245284
8,8,7,1235,1414,0.8734087694483734,768464.2304673352,903827.289787659,20,8,0,77.68583559048967,37692,7276,30416,0.0651419761017602,0.022684917421759487,3,43.685835590489674,34.0,4,4,False,OrderedDict(),OrderedDict(),OrderedDict(),OrderedDict(),0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,Leave Event,0,0,0,0,True,True,False,0,[],
9,9,8,1528,1762,0.8671963677639046,805047.7153872068,947277.9817744007,21,9,1,82.0,37344,7161,30183,0.07991776949762297,0.03017158280316179,8,124.85831030672904,82.0,5,5,True,"OrderedDict([(2, 59), (3, 1), (4, 4), (0, 9), (1, 23)])","OrderedDict([((3, 2), [1, 59]), ((4, 2), [4, 59]), ((0, 2), [9, 59]), ((0, 4), [9, 58, 4]), ((1, 3), [23, 56, 1])])",OrderedDict(),OrderedDict(),348,293,0,0,0,115,178,0,0,55,0,43450.6919867417,36583.48491987161,105.12495666629772,Success,0,0,0,0,True,True,False,0,[],0.8419540229885057
