vn_count,success_count,inservice_count,total_revenue,total_cost,total_r2c,total_time_revenue,total_time_cost,num_running_pn_nodes,event_id,event_type,event_time,pn_available_resource,pn_node_available_resource,pn_edge_available_resource,pn_node_resource_utilization,pn_edge_resource_utilization,vn_id,lifetime,arrival_time,vn_num_nodes,vn_num_egdes,result,node_slots,edge_paths,node_slots_info,edge_paths_info,vn_cost,vn_revenue,vn_demand,vn_node_demand,vn_edge_demand,vn_node_revenue,vn_edge_revenue,vn_node_cost,vn_edge_cost,vn_path_cost,vn_r2c_ratio,vn_time_cost,vn_time_revenue,vn_time_rc_ratio,description,violation,current_violation,total_place_violation,total_route_violation,place_result,route_result,early_rejection,revoke_times,selected_actions,vn_rc_ratio
1,1,1,482,613,0.7862969004893964,101307.8754573024,128841.75862100908,7,0,1,11.0,40472,6850,33622,0.03248587570621464,0.011263049551536564,0,210.18231422676848,11.0,7,10,True,"OrderedDict([(3, 47), (2, 21), (1, 22), (5, 25), (4, 36), (0, 37), (6, 48)])","OrderedDict([((2, 3), [21, 47]), ((1, 2), [22, 47, 21]), ((1, 3), [22, 47]), ((5, 3), [25, 47]), ((4, 2), [36, 12, 21]), ((4, 3), [36, 47]), ((0, 1), [37, 22]), ((0, 3), [37, 47]), ((0, 4), [37, 47, 36]), ((6, 5), [48, 85, 25])])",OrderedDict(),OrderedDict(),613,482,0,0,0,230,252,0,0,131,0,128841.75862100908,101307.8754573024,165.2657022141964,Success,0,0,0,0,True,True,False,0,[],0.7862969004893964
2,2,2,740,908,0.8149779735682819,153533.61432441004,188557.2352326244,11,1,1,20.0,40177,6718,33459,0.05112994350282485,0.01605646228495805,1,202.42534444615362,20.0,4,4,True,"OrderedDict([(2, 40), (3, 0), (1, 1), (0, 3)])","OrderedDict([((3, 2), [0, 40]), ((1, 2), [1, 40]), ((1, 3), [1, 40, 0]), ((0, 2), [3, 40])])",OrderedDict(),OrderedDict(),295,258,0,0,0,132,126,0,0,37,0,59715.47661161532,52225.73886710763,177.0364029393479,Success,0,0,0,0,True,True,False,0,[],0.8745762711864407
3,3,3,1013,1269,0.7982663514578409,280260.00303946604,356133.1558411783,16,2,1,26.0,39816,6621,33195,0.06483050847457628,0.02382002646669612,2,464.1992260624762,26.0,6,7,True,"OrderedDict([(5, 45), (1, 3), (0, 4), (2, 10), (4, 12), (3, 14)])","OrderedDict([((1, 5), [3, 45]), ((0, 5), [4, 45]), ((2, 0), [10, 45, 4]), ((2, 1), [10, 45, 3]), ((2, 5), [10, 45]), ((4, 0), [12, 45, 4]), ((3, 0), [14, 61, 4])])",OrderedDict(),OrderedDict(),361,273,0,0,0,97,176,0,0,88,0,167575.92060855392,126726.388715056,351.0426280195457,Success,0,0,0,0,True,True,False,0,[],0.7562326869806094
4,4,4,1205,1489,0.8092679650772331,303511.9277953175,382775.9862905915,20,3,1,37.0,39596,6507,33089,0.08093220338983054,0.02693721511542424,3,121.10377477005972,37.0,4,4,True,"OrderedDict([(2, 51), (0, 9), (1, 19), (3, 24)])","OrderedDict([((0, 2), [9, 51]), ((1, 2), [19, 51]), ((3, 0), [24, 25, 9]), ((3, 1), [24, 51, 19])])",OrderedDict(),OrderedDict(),220,192,0,0,0,114,78,0,0,28,0,26642.830449413137,23251.924755851465,105.6905670720521,Success,0,0,0,0,True,True,False,0,[],0.8727272727272727
5,5,5,1352,1636,0.8264058679706602,409748.07161833695,489012.130113611,22,4,1,44.0,39449,6427,33022,0.09223163841807913,0.028907513600941015,4,722.6948559389081,44.0,3,2,True,"OrderedDict([(1, 75), (0, 2), (2, 4)])","OrderedDict([((0, 1), [2, 75]), ((2, 1), [4, 75])])",OrderedDict(),OrderedDict(),147,147,0,0,0,80,67,0,0,0,0,106236.14382301949,106236.14382301949,722.6948559389081,Success,0,0,0,0,True,True,False,0,[],1.0
6,6,6,1441,1725,0.8353623188405798,437516.89174822,516780.95024349407,24,5,1,56.0,39360,6350,33010,0.10310734463276838,0.029260402881929104,5,312.00921494250645,56.0,2,1,True,"OrderedDict([(1, 20), (0, 6)])","OrderedDict([((0, 1), [6, 20])])",OrderedDict(),OrderedDict(),89,89,0,0,0,77,12,0,0,0,0,27768.820129883075,27768.820129883075,312.00921494250645,Success,0,0,0,0,True,True,False,0,[],1.0
7,7,7,1536,1820,0.843956043956044,456735.59420713194,535999.652702406,26,6,1,63.0,39265,6279,32986,0.11313559322033895,0.029966181443905282,6,202.30213114644152,63.0,2,1,True,"OrderedDict([(0, 35), (1, 8)])","OrderedDict([((1, 0), [8, 35])])",OrderedDict(),OrderedDict(),95,95,0,0,0,71,24,0,0,0,0,19218.702458911946,19218.702458911946,202.30213114644152,Success,0,0,0,0,True,True,False,0,[],1.0
8,8,8,1614,1911,0.8445839874411303,586510.3457400277,687403.5294907845,28,7,1,72.0,39174,6254,32920,0.1166666666666667,0.03190707248933977,7,1663.7788658063566,72.0,3,2,True,"OrderedDict([(1, 98), (2, 14), (0, 26)])","OrderedDict([((2, 1), [14, 98]), ((0, 2), [26, 98, 14])])",OrderedDict(),OrderedDict(),91,78,0,0,0,25,53,0,0,13,0,151403.87678837846,129774.75153289581,1426.0961706911628,Success,0,0,0,0,True,True,False,0,[],0.8571428571428571
9,9,9,2436,3352,0.7267303102625299,900893.0051882353,1238529.3351658052,34,8,1,77.0,37733,6100,31633,0.1384180790960452,0.06975444787531249,8,382.46065626302624,77.0,9,24,True,"OrderedDict([(7, 75), (4, 9), (2, 13), (6, 46), (5, 68), (1, 93), (3, 3), (8, 44), (0, 70)])","OrderedDict([((4, 7), [9, 75]), ((2, 7), [13, 75]), ((6, 4), [46, 4, 9]), ((6, 7), [46, 75]), ((5, 2), [68, 13]), ((5, 7), [68, 75]), ((1, 5), [93, 43, 68]), ((1, 6), [93, 4, 46]), ((1, 7), [93, 75]), ((3, 1), [3, 2, 75, 93]), ((3, 2), [3, 30, 87, 13]), ((3, 4), [3, 2, 44, 9]), ((3, 5), [3, 92, 68]), ((3, 6), [3, 18, 74, 46]), ((3, 7), [3, 45, 75]), ((8, 1), [44, 5, 93]), ((8, 3), [44, 2, 3]), ((8, 4), [44, 9]), ((8, 6), [44, 5, 37, 46]), ((0, 1), [70, 7, 93]), ((0, 2), [70, 42, 75, 13]), ((0, 3), [70, 2, 3]), ((0, 4), [70, 20, 9]), ((0, 8), [70, 44])])",OrderedDict(),OrderedDict(),1441,822,0,0,0,154,668,0,0,619,0,551125.8056750208,314382.6594482076,218.16978448869367,Success,0,0,0,0,True,True,False,0,[],0.5704371963913949
10,10,10,3195,4507,0.7088972709119148,1121842.721999444,1574757.1650959055,41,9,1,87.0,36578,5934,30644,0.16186440677966096,0.09883840611674755,9,291.1063462598271,87.0,9,23,True,"OrderedDict([(1, 90), (5, 14), (4, 40), (8, 43), (7, 49), (3, 86), (6, 18), (2, 38), (0, 61)])","OrderedDict([((5, 1), [14, 90]), ((4, 1), [40, 90]), ((4, 5), [40, 64, 14]), ((8, 1), [43, 90]), ((8, 4), [43, 51, 40]), ((7, 1), [49, 90]), ((7, 4), [49, 5, 40]), ((7, 5), [49, 90, 14]), ((7, 8), [49, 6, 43]), ((3, 1), [86, 90]), ((3, 5), [86, 90, 14]), ((3, 7), [86, 82, 49]), ((3, 8), [86, 43]), ((6, 3), [18, 72, 86]), ((6, 5), [18, 14]), ((6, 8), [18, 6, 43]), ((2, 4), [38, 7, 64, 40]), ((2, 5), [38, 14]), ((2, 6), [38, 14, 18]), ((0, 2), [61, 20, 38]), ((0, 4), [61, 34, 40]), ((0, 6), [61, 6, 18]), ((0, 7), [61, 6, 49])])",OrderedDict(),OrderedDict(),1155,759,0,0,0,166,593,0,0,396,0,336227.8299301003,220949.71681120875,191.29845611360065,Success,0,0,0,0,True,True,False,0,[],0.6571428571428571
