vn_count,success_count,inservice_count,total_revenue,total_cost,total_r2c,total_time_revenue,total_time_cost,num_running_pn_nodes,event_id,event_type,event_time,pn_available_resource,pn_node_available_resource,pn_edge_available_resource,pn_node_resource_utilization,pn_edge_resource_utilization,vn_id,lifetime,arrival_time,vn_num_nodes,vn_num_egdes,result,node_slots,edge_paths,node_slots_info,edge_paths_info,vn_cost,vn_revenue,vn_demand,vn_node_demand,vn_edge_demand,vn_node_revenue,vn_edge_revenue,vn_node_cost,vn_edge_cost,vn_path_cost,vn_r2c_ratio,vn_time_cost,vn_time_revenue,vn_time_rc_ratio,description,violation,current_violation,total_place_violation,total_route_violation,place_result,route_result,early_rejection,revoke_times,selected_actions,vn_rc_ratio
1,1,1,371,470,0.7893617021276595,23559.18957725234,29845.87358843288,6,0,1,10.0,42250,7442,34808,0.02027382833070035,0.008996697414872967,0,63.50185869879336,10.0,6,11,True,"OrderedDict([(5, 14), (3, 2), (1, 6), (0, 11), (4, 13), (2, 33)])","OrderedDict([((3, 5), [2, 14]), ((1, 3), [6, 14, 2]), ((1, 5), [6, 14]), ((0, 5), [11, 14]), ((4, 0), [13, 3, 11]), ((4, 1), [13, 63, 6]), ((4, 5), [13, 14]), ((2, 1), [33, 6]), ((2, 3), [33, 41, 2]), ((2, 4), [33, 5, 13]), ((2, 5), [33, 14])])",OrderedDict(),OrderedDict(),470,371,0,0,0,154,217,0,0,99,0,29845.87358843288,23559.18957725234,50.12593527074965,Success,0,0,0,0,True,True,False,0,[],0.7893617021276595
2,2,2,509,608,0.837171052631579,80006.23398083418,86292.91799201471,9,1,1,16.0,42112,7336,34776,0.03422854133754605,0.009907755380936134,1,409.03655364914374,16.0,3,2,True,"OrderedDict([(1, 83), (0, 4), (2, 5)])","OrderedDict([((0, 1), [4, 83]), ((2, 1), [5, 83])])",OrderedDict(),OrderedDict(),138,138,0,0,0,106,32,0,0,0,0,56447.04440358184,56447.04440358184,409.03655364914374,Success,0,0,0,0,True,True,False,0,[],1.0
3,3,3,749,898,0.8340757238307349,110877.24974864558,123595.39537812016,12,2,1,30.0,41822,7219,34603,0.04963138493944186,0.014833162509964692,2,128.62923236588085,30.0,4,4,True,"OrderedDict([(1, 22), (2, 11), (3, 16), (0, 18)])","OrderedDict([((2, 1), [11, 22]), ((3, 1), [16, 22]), ((0, 1), [18, 22]), ((0, 2), [18, 48, 11])])",OrderedDict(),OrderedDict(),290,240,0,0,0,117,123,0,0,50,0,37302.47738610545,30871.015767811405,106.45177850969449,Success,0,0,0,0,True,True,False,0,[],0.8275862068965517
4,4,4,1367,1742,0.7847301951779564,279814.49671121105,354312.2828156691,17,3,1,39.0,40978,7055,33923,0.0712216956292786,0.03419314428880538,3,273.36124103974987,39.0,8,14,True,"OrderedDict([(3, 31), (6, 1), (7, 4), (1, 8), (5, 11), (4, 16), (2, 23), (0, 30)])","OrderedDict([((6, 3), [1, 31]), ((7, 3), [4, 31]), ((7, 6), [4, 31, 1]), ((1, 3), [8, 31]), ((1, 7), [8, 4]), ((5, 3), [11, 31]), ((5, 6), [11, 3, 1]), ((5, 7), [11, 60, 4]), ((4, 6), [16, 31, 1]), ((2, 4), [23, 36, 16]), ((2, 5), [23, 31, 11]), ((2, 7), [23, 31, 4]), ((0, 4), [30, 16]), ((0, 7), [30, 9, 4])])",OrderedDict(),OrderedDict(),844,618,0,0,0,164,454,0,0,226,0,230716.8874375489,168937.24696256543,200.16261488455618,Success,0,0,0,0,True,True,False,0,[],0.7322274881516587
5,5,5,1666,2095,0.7952267303102625,346795.6357527039,433390.349978368,21,4,1,49.0,40625,6917,33708,0.0893891521853607,0.040314314998291745,4,224.01718742974194,49.0,5,6,True,"OrderedDict([(2, 94), (0, 9), (4, 18), (1, 20), (3, 38)])","OrderedDict([((0, 2), [9, 94]), ((4, 0), [18, 94, 9]), ((4, 2), [18, 94]), ((1, 2), [20, 94]), ((3, 1), [38, 94, 20]), ((3, 4), [38, 1, 18])])",OrderedDict(),OrderedDict(),353,299,0,0,0,138,161,0,0,54,0,79078.0671626989,66981.13904149285,189.7482692393565,Success,0,0,0,0,True,True,False,0,[],0.8470254957507082
6,6,6,2217,2776,0.7986311239193083,1479948.3350885776,1833893.0509724333,26,5,1,62.0,39944,6710,33234,0.11664033701948395,0.05380936112060131,5,2056.5384742937817,62.0,7,12,True,"OrderedDict([(4, 21), (3, 6), (2, 17), (0, 19), (1, 22), (6, 57), (5, 61)])","OrderedDict([((3, 4), [6, 21]), ((2, 3), [17, 7, 6]), ((2, 4), [17, 21]), ((0, 2), [19, 21, 17]), ((0, 3), [19, 21, 6]), ((0, 4), [19, 21]), ((1, 2), [22, 93, 17]), ((1, 4), [22, 21]), ((6, 1), [57, 16, 22]), ((6, 4), [57, 21]), ((5, 0), [61, 21, 19]), ((5, 2), [61, 21, 17])])",OrderedDict(),OrderedDict(),681,551,0,0,0,207,344,0,0,130,0,1400502.7009940653,1133152.6993358738,1663.9540372039262,Success,0,0,0,0,True,True,False,0,[],0.8091042584434655
6,6,5,2217,2776,0.7986311239193083,1479948.3350885776,1833893.0509724333,26,6,0,73.50185869879337,40414,6864,33550,0.0963665086887836,0.04481266370572823,0,63.50185869879336,10.0,6,11,False,OrderedDict(),OrderedDict(),OrderedDict(),OrderedDict(),0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,Leave Event,0,0,0,0,True,True,False,0,[],
7,7,6,2374,2948,0.805291723202171,1620378.1332221164,1987739.7088002593,26,7,1,78.0,40242,6781,33461,0.10729331226961558,0.04734654367384128,6,894.4573129524763,78.0,3,3,True,"OrderedDict([(1, 14), (2, 2), (0, 6)])","OrderedDict([((2, 1), [2, 14]), ((0, 1), [6, 14]), ((0, 2), [6, 14, 2])])",OrderedDict(),OrderedDict(),172,157,0,0,0,83,74,0,0,15,0,153846.65782782593,140429.79813353877,816.4523147298765,Success,0,0,0,0,True,True,False,0,[],0.9127906976744186
8,8,7,2620,3253,0.8054103904088533,1665225.549452107,2043343.212662646,27,8,1,85.0,39937,6646,33291,0.12506582411795686,0.05218653911855142,7,182.30657004061229,85.0,6,6,True,"OrderedDict([(1, 63), (0, 6), (5, 11), (3, 13), (4, 23), (2, 33)])","OrderedDict([((0, 1), [6, 63]), ((5, 1), [11, 63]), ((3, 0), [13, 63, 6]), ((3, 1), [13, 63]), ((4, 3), [23, 63, 13]), ((2, 4), [33, 63, 23])])",OrderedDict(),OrderedDict(),305,246,0,0,0,135,111,0,0,59,0,55603.503862386744,44847.416229990624,147.0407089507889,Success,0,0,0,0,True,True,False,0,[],0.8065573770491803
9,9,8,3028,3779,0.8012701772955808,1805025.6088757506,2223575.642213716,29,9,1,92.0,39411,6476,32935,0.14744602422327546,0.06232205899100329,8,342.6472044697149,92.0,6,10,True,"OrderedDict([(4, 95), (1, 5), (0, 12), (5, 13), (3, 21), (2, 33)])","OrderedDict([((1, 4), [5, 95]), ((0, 1), [12, 83, 5]), ((0, 4), [12, 95]), ((5, 4), [13, 95]), ((3, 4), [21, 95]), ((3, 5), [21, 5, 13]), ((2, 0), [33, 83, 12]), ((2, 1), [33, 5]), ((2, 3), [33, 5, 21]), ((2, 5), [33, 14, 13])])",OrderedDict(),OrderedDict(),526,408,0,0,0,170,238,0,0,118,0,180232.42955107003,139800.0594236437,265.77958065331495,Success,0,0,0,0,True,True,False,0,[],0.7756653992395437
