vn_count,success_count,inservice_count,total_revenue,total_cost,total_r2c,total_time_revenue,total_time_cost,num_running_pn_nodes,event_id,event_type,event_time,pn_available_resource,pn_node_available_resource,pn_edge_available_resource,pn_node_resource_utilization,pn_edge_resource_utilization,vn_id,lifetime,arrival_time,vn_num_nodes,vn_num_egdes,result,node_slots,edge_paths,node_slots_info,edge_paths_info,vn_cost,vn_revenue,vn_demand,vn_node_demand,vn_edge_demand,vn_node_revenue,vn_edge_revenue,vn_node_cost,vn_edge_cost,vn_path_cost,vn_r2c_ratio,vn_time_cost,vn_time_revenue,vn_time_rc_ratio,description,violation,current_violation,total_place_violation,total_route_violation,place_result,route_result,early_rejection,revoke_times,selected_actions,vn_rc_ratio
1,0,0,0,0,0.0,0.0,0.0,0,0,1,8.0,1454,756,698,0.0,0.0,0,100.86940504901852,8.0,9,20,False,OrderedDict(),OrderedDict(),OrderedDict(),OrderedDict(),0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,Unknown Reason,0,0,0,0,True,True,False,0,[],0.0
2,1,1,55,55,1.0,16950.64136366372,16950.64136366372,2,1,1,21.0,1399,740,659,0.021164021164021163,0.055873925501432664,1,308.19347933934034,21.0,2,1,True,"OrderedDict([(0, 2), (1, 0)])","OrderedDict([((1, 0), [0, 2])])",OrderedDict(),OrderedDict(),55,55,0,0,0,16,39,0,0,0,0,16950.64136366372,16950.64136366372,308.19347933934034,Success,0,0,0,0,True,True,False,0,[],1.0
3,1,1,55,55,1.0,16950.64136366372,16950.64136366372,2,2,1,25.0,1399,740,659,0.021164021164021163,0.055873925501432664,2,249.3389434370427,25.0,7,7,False,OrderedDict(),OrderedDict(),OrderedDict(),OrderedDict(),0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,Unknown Reason,0,0,0,0,True,True,False,0,[],0.0
4,1,1,55,55,1.0,16950.64136366372,16950.64136366372,2,3,1,35.0,1399,740,659,0.021164021164021163,0.055873925501432664,3,232.4409234216337,35.0,9,17,False,OrderedDict(),OrderedDict(),OrderedDict(),OrderedDict(),0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,Unknown Reason,0,0,0,0,True,True,False,0,[],0.0
5,1,1,55,55,1.0,16950.64136366372,16950.64136366372,2,4,1,48.0,1399,740,659,0.021164021164021163,0.055873925501432664,4,2690.913851073797,48.0,8,13,False,OrderedDict(),OrderedDict(),OrderedDict(),OrderedDict(),0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,Unknown Reason,0,0,0,0,True,True,False,0,[],0.0
6,2,2,174,174,1.0,256214.69336753388,256214.69336753388,3,5,1,65.0,1280,671,609,0.11243386243386244,0.1275071633237822,5,2010.622285746808,65.0,3,2,True,"OrderedDict([(1, 2), (0, 0), (2, 1)])","OrderedDict([((0, 1), [0, 2]), ((2, 1), [1, 2])])",OrderedDict(),OrderedDict(),119,119,0,0,0,69,50,0,0,0,0,239264.05200387017,239264.05200387017,2010.622285746808,Success,0,0,0,0,True,True,False,0,[],1.0
7,3,3,228,228,1.0,283662.938784257,283662.938784257,3,6,1,78.0,1226,651,575,0.13888888888888884,0.17621776504297992,6,508.3008410504274,78.0,2,1,True,"OrderedDict([(1, 1), (0, 2)])","OrderedDict([((0, 1), [2, 1])])",OrderedDict(),OrderedDict(),54,54,0,0,0,20,34,0,0,0,0,27448.24541672308,27448.24541672308,508.3008410504274,Success,0,0,0,0,True,True,False,0,[],1.0
8,3,3,228,228,1.0,283662.938784257,283662.938784257,3,7,1,84.0,1226,651,575,0.13888888888888884,0.17621776504297992,7,231.67674143068444,84.0,5,6,False,OrderedDict(),OrderedDict(),OrderedDict(),OrderedDict(),0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,Unknown Reason,0,0,0,0,True,True,False,0,[],0.0
9,3,3,228,228,1.0,283662.938784257,283662.938784257,3,8,1,96.0,1226,651,575,0.13888888888888884,0.17621776504297992,8,235.23061632082948,96.0,9,20,False,OrderedDict(),OrderedDict(),OrderedDict(),OrderedDict(),0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,Unknown Reason,0,0,0,0,True,True,False,0,[],0.0
10,3,3,228,228,1.0,283662.938784257,283662.938784257,3,9,1,103.0,1226,651,575,0.13888888888888884,0.17621776504297992,9,506.1173129496661,103.0,7,9,False,OrderedDict(),OrderedDict(),OrderedDict(),OrderedDict(),0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,Unknown Reason,0,0,0,0,True,True,False,0,[],0.0
10,3,3,228,228,1.0,283662.938784257,283662.938784257,3,10,0,108.86940504901852,1226,651,575,0.13888888888888884,0.17621776504297992,0,100.86940504901852,8.0,9,20,False,OrderedDict(),OrderedDict(),OrderedDict(),OrderedDict(),0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,Leave Event,0,0,0,0,True,True,False,0,[],
11,3,3,228,228,1.0,283662.938784257,283662.938784257,3,11,1,118.0,1226,651,575,0.13888888888888884,0.17621776504297992,10,325.206390266256,118.0,7,7,False,OrderedDict(),OrderedDict(),OrderedDict(),OrderedDict(),0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,Unknown Reason,0,0,0,0,True,True,False,0,[],0.0
12,3,3,228,228,1.0,283662.938784257,283662.938784257,3,12,1,127.0,1226,651,575,0.13888888888888884,0.17621776504297992,11,535.2986723149918,127.0,6,8,False,OrderedDict(),OrderedDict(),OrderedDict(),OrderedDict(),0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,Unknown Reason,0,0,0,0,True,True,False,0,[],0.0
13,3,3,228,228,1.0,283662.938784257,283662.938784257,3,13,1,135.0,1226,651,575,0.13888888888888884,0.17621776504297992,12,110.18453534131052,135.0,5,6,False,OrderedDict(),OrderedDict(),OrderedDict(),OrderedDict(),0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,Unknown Reason,0,0,0,0,True,True,False,0,[],0.0
14,3,3,228,228,1.0,283662.938784257,283662.938784257,3,14,1,149.0,1226,651,575,0.13888888888888884,0.17621776504297992,13,17.182288250501646,149.0,9,16,False,OrderedDict(),OrderedDict(),OrderedDict(),OrderedDict(),0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,Unknown Reason,0,0,0,0,True,True,False,0,[],0.0
15,3,3,228,228,1.0,283662.938784257,283662.938784257,3,15,1,161.0,1226,651,575,0.13888888888888884,0.17621776504297992,14,40.7655079006729,161.0,6,10,False,OrderedDict(),OrderedDict(),OrderedDict(),OrderedDict(),0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,Unknown Reason,0,0,0,0,True,True,False,0,[],0.0
15,3,3,228,228,1.0,283662.938784257,283662.938784257,3,16,0,166.18228825050164,1226,651,575,0.13888888888888884,0.17621776504297992,13,17.182288250501646,149.0,9,16,False,OrderedDict(),OrderedDict(),OrderedDict(),OrderedDict(),0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,Leave Event,0,0,0,0,True,True,False,0,[],
16,3,3,228,228,1.0,283662.938784257,283662.938784257,3,17,1,175.0,1226,651,575,0.13888888888888884,0.17621776504297992,15,136.08494780401998,175.0,9,17,False,OrderedDict(),OrderedDict(),OrderedDict(),OrderedDict(),0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,Unknown Reason,0,0,0,0,True,True,False,0,[],0.0
17,4,4,305,305,1.0,301037.0524412225,301037.0524412225,4,18,1,182.0,1149,609,540,0.19444444444444442,0.22636103151862463,16,225.63783970085066,182.0,2,1,True,"OrderedDict([(0, 1), (1, 5)])","OrderedDict([((1, 0), [5, 1])])",OrderedDict(),OrderedDict(),77,77,0,0,0,42,35,0,0,0,0,17374.113656965503,17374.113656965503,225.63783970085066,Success,0,0,0,0,True,True,False,0,[],1.0
18,4,4,305,305,1.0,301037.0524412225,301037.0524412225,4,19,1,193.0,1149,609,540,0.19444444444444442,0.22636103151862463,17,229.61567986239064,193.0,4,4,False,OrderedDict(),OrderedDict(),OrderedDict(),OrderedDict(),0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,Unknown Reason,0,0,0,0,True,True,False,0,[],0.0
18,4,4,305,305,1.0,301037.0524412225,301037.0524412225,4,20,0,201.7655079006729,1149,609,540,0.19444444444444442,0.22636103151862463,14,40.7655079006729,161.0,6,10,False,OrderedDict(),OrderedDict(),OrderedDict(),OrderedDict(),0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,Leave Event,0,0,0,0,True,True,False,0,[],
19,4,4,305,305,1.0,301037.0524412225,301037.0524412225,4,21,1,205.0,1149,609,540,0.19444444444444442,0.22636103151862463,18,80.82496181727687,205.0,6,7,False,OrderedDict(),OrderedDict(),OrderedDict(),OrderedDict(),0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,Unknown Reason,0,0,0,0,True,True,False,0,[],0.0
20,5,5,458,505,0.906930693069307,384321.7037338536,409905.8776603481,7,22,1,212.0,949,517,432,0.31613756613756616,0.38108882521489973,19,544.3441260956281,212.0,4,3,True,"OrderedDict([(1, 0), (0, 4), (3, 3), (2, 8)])","OrderedDict([((0, 1), [4, 0]), ((3, 1), [3, 6, 2, 0]), ((2, 3), [8, 9, 2, 6, 3])])",OrderedDict(),OrderedDict(),200,153,0,0,0,92,61,0,0,47,0,108868.82521912562,83284.6512926311,416.4232564631555,Success,0,0,0,0,True,True,False,0,[],0.765
20,5,5,458,505,0.906930693069307,384321.7037338536,409905.8776603481,7,23,0,245.18453534131052,949,517,432,0.31613756613756616,0.38108882521489973,12,110.18453534131052,135.0,5,6,False,OrderedDict(),OrderedDict(),OrderedDict(),OrderedDict(),0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,Leave Event,0,0,0,0,True,True,False,0,[],
20,5,5,458,505,0.906930693069307,384321.7037338536,409905.8776603481,7,24,0,267.44092342163367,949,517,432,0.31613756613756616,0.38108882521489973,3,232.4409234216337,35.0,9,17,False,OrderedDict(),OrderedDict(),OrderedDict(),OrderedDict(),0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,Leave Event,0,0,0,0,True,True,False,0,[],
20,5,5,458,505,0.906930693069307,384321.7037338536,409905.8776603481,7,25,0,274.3389434370427,949,517,432,0.31613756613756616,0.38108882521489973,2,249.3389434370427,25.0,7,7,False,OrderedDict(),OrderedDict(),OrderedDict(),OrderedDict(),0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,Leave Event,0,0,0,0,True,True,False,0,[],
