vn_count,success_count,inservice_count,total_revenue,total_cost,total_r2c,total_time_revenue,total_time_cost,num_running_pn_nodes,event_id,event_type,event_time,pn_available_resource,pn_node_available_resource,pn_edge_available_resource,pn_node_resource_utilization,pn_edge_resource_utilization,vn_id,lifetime,arrival_time,vn_num_nodes,vn_num_egdes,result,node_slots,edge_paths,node_slots_info,edge_paths_info,vn_cost,vn_revenue,vn_demand,vn_node_demand,vn_edge_demand,vn_node_revenue,vn_edge_revenue,vn_node_cost,vn_edge_cost,vn_path_cost,vn_r2c_ratio,vn_time_cost,vn_time_revenue,vn_time_rc_ratio,description,violation,current_violation,total_place_violation,total_route_violation,place_result,route_result,early_rejection,revoke_times,selected_actions,vn_rc_ratio
1,1,1,348,375,0.928,291583.0849064088,314205.91045949224,6,0,1,8.0,41995,7149,34846,0.023627424201037917,0.00576352430951832,0,837.8824278919793,8.0,6,8,True,"OrderedDict([(4, 87), (3, 6), (0, 11), (5, 32), (1, 34), (2, 37)])","OrderedDict([((3, 4), [6, 87]), ((0, 3), [11, 6]), ((0, 4), [11, 87]), ((5, 0), [32, 82, 11]), ((5, 3), [32, 84, 6]), ((5, 4), [32, 87]), ((1, 4), [34, 87]), ((2, 3), [37, 87, 6])])",OrderedDict(),OrderedDict(),375,348,0,0,0,173,175,0,0,27,0,314205.91045949224,291583.0849064088,777.5548930837568,Success,0,0,0,0,True,True,False,0,[],0.928
2,2,2,536,603,0.8888888888888888,306504.20327215863,332301.734860508,10,1,1,16.0,41767,7045,34722,0.03783119366293364,0.009301529331202874,1,79.36765088164819,16.0,4,3,True,"OrderedDict([(2, 76), (1, 9), (3, 30), (0, 45)])","OrderedDict([((1, 2), [9, 76]), ((3, 1), [30, 97, 9]), ((0, 1), [45, 95, 9])])",OrderedDict(),OrderedDict(),228,188,0,0,0,104,84,0,0,40,0,18095.824401015787,14921.118365749859,65.44350160416604,Success,0,0,0,0,True,True,False,0,[],0.8245614035087719
3,3,3,636,703,0.9046941678520626,316278.03790419863,342075.569492548,13,2,1,24.0,41667,6980,34687,0.04670854957661841,0.010300159780871954,2,97.7383463204002,24.0,3,2,True,"OrderedDict([(1, 35), (2, 3), (0, 5)])","OrderedDict([((2, 1), [3, 35]), ((0, 1), [5, 35])])",OrderedDict(),OrderedDict(),100,100,0,0,0,65,35,0,0,0,0,9773.83463204002,9773.83463204002,97.7383463204002,Success,0,0,0,0,True,True,False,0,[],1.0
4,4,4,874,1000,0.874,654602.7962717847,764270.751152939,17,3,1,35.0,41370,6883,34487,0.05995629609396336,0.016006619493266427,3,1421.5325981831347,35.0,5,6,True,"OrderedDict([(4, 74), (2, 0), (1, 1), (0, 5), (3, 50)])","OrderedDict([((2, 4), [0, 74]), ((1, 2), [1, 74, 0]), ((1, 4), [1, 74]), ((0, 4), [5, 74]), ((3, 0), [50, 35, 5]), ((3, 2), [50, 94, 0])])",OrderedDict(),OrderedDict(),297,238,0,0,0,97,141,0,0,59,0,422195.18166039104,338324.75836758607,1139.140600564263,Success,0,0,0,0,True,True,False,0,[],0.8013468013468014
5,5,5,1075,1235,0.8704453441295547,713421.9247914146,833039.3839992726,20,4,1,47.0,41135,6777,34358,0.07443321496858779,0.019687286007760818,4,292.6324801971641,47.0,5,4,True,"OrderedDict([(2, 23), (3, 5), (1, 11), (0, 20), (4, 33)])","OrderedDict([((3, 2), [5, 23]), ((1, 2), [11, 23]), ((0, 1), [20, 21, 11]), ((4, 0), [33, 21, 20])])",OrderedDict(),OrderedDict(),235,201,0,0,0,106,95,0,0,34,0,68768.63284633357,58819.12851962999,250.2941639133191,Success,0,0,0,0,True,True,False,0,[],0.8553191489361702
6,6,6,1817,2333,0.7788255465066438,948412.6951690906,1180775.0522940005,27,5,1,54.0,40037,6570,33467,0.10270417918601471,0.04510956402647792,5,316.6991514523935,54.0,9,20,True,"OrderedDict([(6, 26), (3, 1), (8, 31), (2, 44), (5, 63), (1, 41), (0, 74), (4, 97), (7, 24)])","OrderedDict([((3, 6), [1, 26]), ((8, 3), [31, 26, 1]), ((8, 6), [31, 26]), ((2, 3), [44, 16, 1]), ((2, 6), [44, 26]), ((5, 2), [63, 2, 44]), ((5, 6), [63, 26]), ((5, 8), [63, 24, 31]), ((1, 3), [41, 1]), ((1, 5), [41, 1, 26, 63]), ((1, 8), [41, 23, 35, 31]), ((0, 5), [74, 69, 63]), ((4, 0), [97, 19, 74]), ((4, 1), [97, 41]), ((4, 5), [97, 14, 63]), ((4, 8), [97, 91, 31]), ((7, 0), [24, 30, 74]), ((7, 1), [24, 60, 41]), ((7, 3), [24, 10, 95, 1]), ((7, 8), [24, 31])])",OrderedDict(),OrderedDict(),1098,742,0,0,0,207,535,0,0,356,0,347735.66829472804,234990.77037767597,214.0170950616357,Success,0,0,0,0,True,True,False,0,[],0.6757741347905283
7,7,7,2009,2531,0.7937574081390755,1083634.1123319345,1320222.1387431833,31,6,1,69.0,39839,6475,33364,0.11567877629063095,0.048048390778361094,6,704.2782143898121,69.0,4,4,True,"OrderedDict([(0, 18), (2, 13), (3, 28), (1, 51)])","OrderedDict([((2, 0), [13, 18]), ((3, 0), [28, 18]), ((3, 2), [28, 18, 13]), ((1, 0), [51, 18])])",OrderedDict(),OrderedDict(),198,192,0,0,0,95,97,0,0,6,0,139447.0864491828,135221.41716284392,682.9364503173936,Success,0,0,0,0,True,True,False,0,[],0.9696969696969697
8,8,8,2510,3197,0.7851110416015014,1254187.65921185,1546946.0154338493,36,7,1,82.0,39173,6344,32829,0.1335700628243649,0.06331317050901619,7,340.42624127727635,82.0,6,11,True,"OrderedDict([(4, 96), (1, 2), (0, 10), (3, 24), (5, 27), (2, 52)])","OrderedDict([((1, 4), [2, 96]), ((0, 1), [10, 13, 2]), ((0, 4), [10, 96]), ((3, 1), [24, 60, 2]), ((3, 4), [24, 96]), ((5, 1), [27, 3, 2]), ((5, 4), [27, 96]), ((2, 0), [52, 13, 10]), ((2, 1), [52, 2]), ((2, 3), [52, 96, 24]), ((2, 4), [52, 96])])",OrderedDict(),OrderedDict(),666,501,0,0,0,131,370,0,0,165,0,226723.87669066605,170553.54687991546,256.08640672659976,Success,0,0,0,0,True,True,False,0,[],0.7522522522522522
9,9,9,2849,3658,0.7788408966648441,1368341.3662494582,1702181.587541039,37,8,1,90.0,38712,6213,32499,0.15146134935809885,0.07272882903446698,8,336.7365989309977,90.0,5,9,True,"OrderedDict([(3, 73), (0, 18), (4, 27), (1, 30), (2, 37)])","OrderedDict([((0, 3), [18, 73]), ((4, 0), [27, 73, 18]), ((4, 3), [27, 73]), ((1, 0), [30, 53, 18]), ((1, 3), [30, 73]), ((1, 4), [30, 73, 27]), ((2, 1), [37, 24, 30]), ((2, 3), [37, 73]), ((2, 4), [37, 73, 27])])",OrderedDict(),OrderedDict(),461,339,0,0,0,131,208,0,0,122,0,155235.57210718992,114153.70703760821,247.62192415967075,Success,0,0,0,0,True,True,False,0,[],0.735357917570499
9,9,8,2849,3658,0.7788408966648441,1368341.3662494582,1702181.587541039,37,9,0,95.36765088164819,38940,6317,32623,0.13725757989620324,0.06919082401278243,1,79.36765088164819,16.0,4,3,False,OrderedDict(),OrderedDict(),OrderedDict(),OrderedDict(),0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,Leave Event,0,0,0,0,True,True,False,0,[],
