vn_count,success_count,inservice_count,total_revenue,total_cost,total_r2c,total_time_revenue,total_time_cost,num_running_pn_nodes,event_id,event_type,event_time,pn_available_resource,pn_node_available_resource,pn_edge_available_resource,pn_node_resource_utilization,pn_edge_resource_utilization,vn_id,lifetime,arrival_time,vn_num_nodes,vn_num_egdes,result,node_slots,edge_paths,node_slots_info,edge_paths_info,vn_cost,vn_revenue,vn_demand,vn_node_demand,vn_edge_demand,vn_node_revenue,vn_edge_revenue,vn_node_cost,vn_edge_cost,vn_path_cost,vn_r2c_ratio,vn_time_cost,vn_time_revenue,vn_time_rc_ratio,description,violation,current_violation,total_place_violation,total_route_violation,place_result,route_result,early_rejection,revoke_times,selected_actions,vn_rc_ratio
1,1,1,656,891,0.7362514029180696,568276.7918449508,771851.5572162364,9,0,1,13.0,42452,7102,35350,0.03229322796021261,0.01816464837240306,0,866.27559732462,13.0,9,19,True,"OrderedDict([(5, 62), (8, 2), (1, 4), (0, 17), (6, 28), (3, 29), (2, 38), (4, 39), (7, 51)])","OrderedDict([((8, 5), [2, 62]), ((1, 5), [4, 62]), ((1, 8), [4, 0, 2]), ((0, 1), [17, 62, 4]), ((0, 5), [17, 62]), ((0, 8), [17, 24, 2]), ((6, 1), [28, 41, 4]), ((6, 5), [28, 62]), ((6, 8), [28, 49, 2]), ((3, 0), [29, 17]), ((3, 1), [29, 13, 4]), ((3, 5), [29, 62]), ((2, 5), [38, 62]), ((2, 8), [38, 81, 2]), ((4, 0), [39, 62, 17]), ((4, 3), [39, 57, 29]), ((4, 5), [39, 62]), ((7, 2), [51, 62, 38]), ((7, 6), [51, 62, 28])])",OrderedDict(),OrderedDict(),891,656,0,0,0,237,419,0,0,235,0,771851.5572162364,568276.7918449508,637.7966238439402,Success,0,0,0,0,True,True,False,0,[],0.7362514029180696
2,2,2,866,1113,0.7780772686433064,578157.6258248732,782297.0102807259,13,1,1,20.0,42230,6996,35234,0.04673661261752282,0.02138651260971003,1,47.0515903805832,20.0,4,4,True,"OrderedDict([(0, 41), (2, 8), (3, 20), (1, 25)])","OrderedDict([((2, 0), [8, 41]), ((3, 0), [20, 41]), ((1, 0), [25, 41]), ((1, 2), [25, 36, 8])])",OrderedDict(),OrderedDict(),222,210,0,0,0,106,104,0,0,12,0,10445.453064489471,9880.833979922472,44.508261170821946,Success,0,0,0,0,True,True,False,0,[],0.9459459459459459
3,3,3,1771,2394,0.7397660818713451,875144.0808148668,1202672.312868772,23,2,1,34.0,40949,6709,34240,0.08584275786891948,0.04899455616042658,2,328.161828718225,34.0,10,25,True,"OrderedDict([(3, 45), (5, 5), (1, 12), (8, 15), (2, 33), (0, 44), (6, 46), (4, 65), (7, 76), (9, 61)])","OrderedDict([((5, 3), [5, 45]), ((1, 3), [12, 45]), ((1, 5), [12, 45, 5]), ((8, 3), [15, 45]), ((8, 5), [15, 45, 5]), ((2, 3), [33, 45]), ((2, 5), [33, 14, 5]), ((0, 1), [44, 61, 12]), ((0, 2), [44, 33]), ((0, 3), [44, 45]), ((0, 5), [44, 45, 5]), ((0, 8), [44, 21, 15]), ((6, 1), [46, 61, 12]), ((6, 3), [46, 45]), ((6, 5), [46, 61, 5]), ((4, 1), [65, 70, 12]), ((4, 2), [65, 14, 33]), ((4, 5), [65, 14, 5]), ((7, 1), [76, 45, 12]), ((7, 2), [76, 45, 33]), ((7, 4), [76, 45, 65]), ((7, 8), [76, 9, 15]), ((9, 5), [61, 5]), ((9, 6), [61, 46]), ((9, 7), [61, 23, 76])])",OrderedDict(),OrderedDict(),1281,905,0,0,0,287,618,0,0,376,0,420375.30258804624,296986.45498999365,231.83954331771557,Success,0,0,0,0,True,True,False,0,[],0.7064793130366901
4,4,4,1968,2623,0.7502859321387724,904692.0149485418,1237019.911430252,28,3,1,50.0,40720,6606,34114,0.09987736748875864,0.05249416731474277,3,149.98951336890838,50.0,5,7,True,"OrderedDict([(0, 69), (3, 3), (2, 13), (1, 19), (4, 27)])","OrderedDict([((3, 0), [3, 69]), ((2, 0), [13, 69]), ((1, 2), [19, 69, 13]), ((1, 3), [19, 69, 3]), ((4, 1), [27, 50, 19]), ((4, 2), [27, 69, 13]), ((4, 3), [27, 69, 3])])",OrderedDict(),OrderedDict(),229,197,0,0,0,103,94,0,0,32,0,34347.598561480016,29547.93413367495,129.03028005971595,Success,0,0,0,0,True,True,False,0,[],0.8602620087336245
5,5,5,2217,2907,0.762641898864809,1044208.8390830053,1396147.534137833,32,4,1,57.0,40436,6526,33910,0.11077803515465323,0.058160204421730866,4,560.3085306604961,57.0,4,5,True,"OrderedDict([(0, 92), (1, 1), (3, 10), (2, 14)])","OrderedDict([((1, 0), [1, 92]), ((3, 0), [10, 92]), ((3, 1), [10, 14, 1]), ((2, 0), [14, 92]), ((2, 1), [14, 1])])",OrderedDict(),OrderedDict(),284,249,0,0,0,80,169,0,0,35,0,159127.6227075809,139516.82413446353,491.2564230086744,Success,0,0,0,0,True,True,False,0,[],0.8767605633802817
6,6,6,2364,3054,0.7740667976424361,1046639.6200007857,1398578.3150556134,34,5,1,66.0,40289,6445,33844,0.12181496116637147,0.059993334073991766,5,16.535924610750946,66.0,3,2,True,"OrderedDict([(1, 49), (2, 0), (0, 1)])","OrderedDict([((2, 1), [0, 49]), ((0, 1), [1, 49])])",OrderedDict(),OrderedDict(),147,147,0,0,0,81,66,0,0,0,0,2430.7809177803892,2430.7809177803892,16.535924610750946,Success,0,0,0,0,True,True,False,0,[],1.0
6,6,5,2364,3054,0.7740667976424361,1046639.6200007857,1398578.3150556134,34,6,0,67.0515903805832,40511,6551,33960,0.10737157650906115,0.056771469836684796,1,47.0515903805832,20.0,4,4,False,OrderedDict(),OrderedDict(),OrderedDict(),OrderedDict(),0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,Leave Event,0,0,0,0,True,True,False,0,[],
7,7,6,3004,3921,0.7661310890079062,1290961.3558364213,1729557.9165704509,38,7,1,69.0,39644,6357,33287,0.13380569559885547,0.07546383735140538,6,381.75271224318044,69.0,8,15,True,"OrderedDict([(4, 41), (3, 8), (7, 25), (0, 30), (2, 39), (1, 68), (6, 77), (5, 84)])","OrderedDict([((3, 4), [8, 41]), ((7, 3), [25, 36, 8]), ((7, 4), [25, 41]), ((0, 4), [30, 41]), ((2, 0), [39, 41, 30]), ((2, 4), [39, 41]), ((1, 2), [68, 2, 39]), ((1, 3), [68, 41, 8]), ((1, 7), [68, 25]), ((6, 0), [77, 56, 30]), ((6, 2), [77, 2, 39]), ((6, 3), [77, 36, 8]), ((5, 0), [84, 64, 30]), ((5, 3), [84, 41, 8]), ((5, 6), [84, 41, 77])])",OrderedDict(),OrderedDict(),867,640,0,0,0,194,446,0,0,227,0,330979.6015148374,244321.73583563548,281.8013100757041,Success,0,0,0,0,True,True,False,0,[],0.7381776239907728
8,8,7,3164,4082,0.7751102400783929,1989692.1667083758,2432655.7950103553,40,8,1,80.0,39483,6247,33236,0.14879411363946038,0.07688034662815246,7,4367.067567949715,80.0,4,3,True,"OrderedDict([(1, 93), (3, 2), (0, 9), (2, 19)])","OrderedDict([((3, 1), [2, 93]), ((0, 1), [9, 93]), ((2, 3), [19, 93, 2])])",OrderedDict(),OrderedDict(),161,160,0,0,0,110,50,0,0,1,0,703097.8784399042,698730.8108719544,4339.942924670525,Success,0,0,0,0,True,True,False,0,[],0.9937888198757764
8,8,6,3164,4082,0.7751102400783929,1989692.1667083758,2432655.7950103553,40,9,0,82.53592461075095,39630,6328,33302,0.13775718762774225,0.07504721697589156,5,16.535924610750946,66.0,3,2,False,OrderedDict(),OrderedDict(),OrderedDict(),OrderedDict(),0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,Leave Event,0,0,0,0,True,True,False,0,[],
